match_id,innings,team,opposition,name,overs,balls,maidens,conceded,wickets,economy,dots,fours,sixes,wides,noballs
433599,1,West Indies,India,45258,10,60,0,51,5,5.1,29,4,0,1,0
446965,1,Australia,England,5966,8,48,0,68,1,8.5,18,5,2,1,0
433566,1,Ireland,Bangladesh,47056,9,54,0,62,0,6.88,28,8,0,4,0
446965,1,Australia,England,45487,9,54,0,55,0,6.11,26,8,0,1,0
433599,1,West Indies,India,10506,4,24,0,32,0,8,10,6,0,0,0
433566,1,Ireland,Bangladesh,8228,8.2,50,0,40,2,4.8,25,4,0,0,1
446965,1,Australia,England,10125,5,30,0,29,0,5.8,11,2,0,0,0
433599,1,West Indies,India,51012,9.1,55,1,46,2,5.01,23,3,0,2,0
433584,1,Ireland,West Indies,47056,10,60,1,35,1,3.5,39,4,0,0,0
433566,1,Ireland,Bangladesh,10345,7,42,0,25,1,3.57,28,2,0,1,0
446965,1,Australia,England,49002,7,42,0,45,0,6.42,19,4,0,1,0
433599,1,West Indies,India,44829,6,36,0,35,1,5.83,17,1,2,1,0
433584,1,Ireland,West Indies,51559,7,42,1,22,0,3.14,32,4,0,0,0
503363,1,Bangladesh,Australia,51377,9,54,1,55,0,6.11,26,5,1,0,0
433566,1,Ireland,Bangladesh,6325,9,54,1,32,3,3.55,36,3,0,1,0
446965,1,Australia,England,12912,10,60,0,44,0,4.4,26,1,0,1,0
433599,1,West Indies,India,56471,10,60,0,48,1,4.8,29,5,0,0,0
433584,1,Ireland,West Indies,10345,9,54,0,58,2,6.44,21,5,1,2,0
503363,1,Bangladesh,Australia,24672,9,54,0,65,2,7.22,27,5,3,0,0
433566,1,Ireland,Bangladesh,56811,10,60,2,23,2,2.3,38,0,0,0,0
446965,1,Australia,England,50281,7,42,0,33,3,4.71,18,2,0,0,0
433599,1,West Indies,India,49040,10,60,0,49,1,4.9,29,4,0,1,0
433584,1,Ireland,West Indies,6325,10,60,0,56,1,5.6,22,4,0,0,0
503363,1,Bangladesh,Australia,45159,10,60,0,54,1,5.4,33,5,2,2,0
433566,1,Ireland,Bangladesh,52631,4,24,0,13,0,3.25,12,0,0,0,0
433579,1,South Africa,England,9492,8,48,2,22,3,2.75,35,2,0,1,0
446965,1,Australia,England,11984,4,24,0,21,4,5.25,13,3,0,0,0
518203,1,Canada,Afghanistan,45306,4,24,0,33,3,8.25,10,2,2,0,1
433599,2,India,West Indies,12894,10,60,0,41,2,4.1,32,2,1,1,0
433584,1,Ireland,West Indies,47397,9,54,0,71,4,7.88,25,5,5,0,0
503363,1,Bangladesh,Australia,48390,8,48,0,44,3,5.5,21,2,1,1,1
433566,1,Ireland,Bangladesh,47397,2,12,0,8,0,4,7,1,0,0,0
433579,1,South Africa,England,47154,9,54,0,37,1,4.11,31,2,0,1,0
446965,2,England,Australia,10829,10,60,1,57,2,5.7,31,7,0,0,1
518203,1,Canada,Afghanistan,57210,3.3,21,0,19,3,5.42,13,3,0,1,0
433599,2,India,West Indies,7678,6,36,0,26,3,4.33,22,3,0,2,0
433584,1,Ireland,West Indies,52631,2,12,0,9,0,4.5,7,1,0,0,0
503363,1,Bangladesh,Australia,48277,10,60,0,34,0,3.4,34,2,0,1,0
433566,2,Bangladesh,Ireland,51377,8,48,1,21,4,2.62,34,1,0,2,0
433579,1,South Africa,England,47289,7,42,0,16,2,2.28,33,2,0,1,0
446965,2,England,Australia,47848,10,60,0,58,1,5.8,27,4,0,1,0
518203,1,Canada,Afghanistan,48506,2,12,0,24,0,12,5,5,0,1,0
433599,2,India,West Indies,7139,9,54,1,35,1,3.88,36,3,1,1,0
433584,1,Ireland,West Indies,56811,3,18,0,15,1,5,9,1,0,1,0
503363,1,Bangladesh,Australia,47352,4,24,0,15,0,3.75,9,0,0,0,0
433566,2,Bangladesh,Ireland,45159,8,48,0,30,1,3.75,27,2,0,0,0
433579,1,South Africa,England,2232,4,24,1,14,0,3.5,16,0,0,1,0
446965,2,England,Australia,10851,10,60,0,62,1,6.2,29,6,1,1,0
518203,1,Canada,Afghanistan,61863,3,18,0,22,1,7.33,6,1,1,1,0
433599,2,India,West Indies,15473,7,42,0,28,0,4,21,2,0,0,0
433584,2,West Indies,Ireland,49034,8,48,0,34,1,4.25,31,5,0,0,0
503363,2,Australia,Bangladesh,5966,8,48,0,36,1,4.5,27,3,0,3,1
433566,2,Bangladesh,Ireland,47189,9,54,1,36,1,4,31,3,0,0,0
433579,1,South Africa,England,19422,8.4,52,1,38,4,4.38,30,4,0,1,0
446965,2,England,Australia,2314,7,42,0,22,1,3.14,25,1,0,1,0
518203,1,Canada,Afghanistan,60142,3,18,0,21,0,7,8,0,2,0,0
433599,2,India,West Indies,15716,2,12,0,12,1,6,4,1,0,0,0
433584,2,West Indies,Ireland,10506,10,60,0,53,4,5.3,33,7,0,2,0
503363,2,Australia,Bangladesh,10130,8,48,0,23,1,2.87,33,1,0,3,0
433566,2,Bangladesh,Ireland,48277,8,48,0,28,2,3.5,31,3,0,1,0
433579,1,South Africa,England,46933,5,30,0,16,0,3.2,15,0,0,0,0
446965,2,England,Australia,8307,6,36,0,36,0,6,13,2,0,1,0
518203,1,Canada,Afghanistan,57551,3,18,0,25,3,8.33,7,1,2,1,0
433599,2,India,West Indies,7716,4,24,0,18,2,4.5,15,1,1,0,0
433584,2,West Indies,Ireland,44829,10,60,3,31,3,3.1,38,2,0,0,0
503363,2,Australia,Bangladesh,49002,8,48,0,31,1,3.87,34,4,0,1,0
433566,2,Bangladesh,Ireland,24667,9,54,0,42,2,4.66,32,3,1,1,0
433579,1,South Africa,England,45222,4,24,0,20,0,5,13,1,1,1,0
446965,2,England,Australia,10407,7,42,0,31,2,4.42,23,1,0,0,0
518203,2,Afghanistan,Canada,53326,4,24,0,27,1,6.75,12,4,0,1,0
433599,2,India,West Indies,47100,5,30,0,20,0,4,16,1,0,1,0
433584,2,West Indies,Ireland,51012,10,60,2,37,1,3.7,41,4,0,0,1
503363,2,Australia,Bangladesh,10125,8,48,0,35,0,4.37,24,3,0,0,0
433566,2,Bangladesh,Ireland,52364,3,18,0,12,0,4,11,1,0,0,0
433579,2,England,South Africa,8307,9,54,1,46,1,5.11,30,4,0,0,0
518203,2,Afghanistan,Canada,59061,3,18,0,33,1,11,6,5,1,0,0
433584,2,West Indies,Ireland,49040,5,30,0,32,0,6.4,11,3,0,1,0
503363,2,Australia,Bangladesh,12912,10,60,1,36,1,3.6,31,0,1,0,0
433579,2,England,South Africa,10829,6,36,0,16,2,2.66,27,1,0,3,0
518203,2,Afghanistan,Canada,65399,4,24,0,25,1,6.25,11,2,1,1,0
433584,2,West Indies,Ireland,48087,6,36,0,40,0,6.66,15,3,1,0,0
503363,2,Australia,Bangladesh,12049,1,6,0,6,0,6,1,0,0,0,0
433579,2,England,South Africa,34739,8,48,1,27,1,3.37,28,0,0,0,0
518203,2,Afghanistan,Canada,46888,4,24,0,16,1,4,13,1,0,0,0
503363,2,Australia,Bangladesh,50281,7,42,0,41,1,5.85,15,1,2,0,0
433579,2,England,South Africa,7013,10,60,2,29,1,2.9,45,3,0,0,0
518203,2,Afghanistan,Canada,53605,3,18,0,16,3,5.33,10,0,1,0,0
433579,2,England,South Africa,48440,6.4,40,0,15,4,2.25,29,1,0,0,0
518203,2,Afghanistan,Canada,53602,2,12,0,8,1,4,3,0,0,0,0
433579,2,England,South Africa,8107,8,48,0,30,0,3.75,28,3,0,0,0
473926,1,Pakistan,New Zealand,48128,9,54,0,67,0,7.44,25,9,1,3,0
473926,1,Pakistan,New Zealand,4178,7,42,3,16,1,2.28,34,1,1,0,0
473926,1,Pakistan,New Zealand,24723,10,60,1,51,3,5.1,36,6,0,6,1
473926,1,Pakistan,New Zealand,44908,7,42,0,49,0,7,24,7,0,4,1
489214,1,Pakistan,West Indies,49906,7,42,1,36,0,5.14,27,4,1,0,0
473926,1,Pakistan,New Zealand,19647,7,42,0,25,1,3.57,24,1,0,2,0
489214,1,Pakistan,West Indies,19647,10,60,0,38,2,3.8,33,1,1,1,0
473926,1,Pakistan,New Zealand,4169,10,60,0,42,1,4.2,28,1,0,0,0
489214,1,Pakistan,West Indies,24723,8,48,0,39,2,4.87,28,6,0,0,1
473926,2,New Zealand,Pakistan,49108,10,60,0,70,0,7,30,10,1,1,0
489214,1,Pakistan,West Indies,19930,10,60,3,23,2,2.3,47,3,0,0,0
473926,2,New Zealand,Pakistan,48928,10,60,0,48,2,4.8,32,6,0,0,0
489214,1,Pakistan,West Indies,4169,10,60,1,41,2,4.1,39,3,1,1,0
473926,2,New Zealand,Pakistan,10386,4,24,0,26,0,6.5,8,2,0,0,0
489214,1,Pakistan,West Indies,58881,5,30,0,26,1,5.2,15,0,1,1,0
473926,2,New Zealand,Pakistan,4380,10,60,0,48,2,4.8,30,4,1,0,0
489214,2,West Indies,Pakistan,49034,9,54,1,43,0,4.77,33,5,1,0,0
473926,2,New Zealand,Pakistan,9570,9,54,0,40,3,4.44,23,1,1,0,0
489214,2,West Indies,Pakistan,44829,10,60,0,52,0,5.2,30,4,1,1,0
473926,2,New Zealand,Pakistan,9639,6,36,0,29,0,4.83,15,1,0,0,0
489214,2,West Indies,Pakistan,45257,9,54,0,55,0,6.11,21,5,0,2,0
489214,2,West Indies,Pakistan,56471,10,60,1,36,2,3.6,36,1,0,0,2
489214,2,West Indies,Pakistan,49455,10,60,0,36,0,3.6,29,0,0,0,0
433605,1,Pakistan,India,44908,8,48,0,69,0,8.62,26,13,0,1,2
433605,1,Pakistan,India,4178,2,12,0,14,0,7,6,2,0,0,0
433605,1,Pakistan,India,24723,10,60,0,46,5,4.6,38,5,0,4,0
433605,1,Pakistan,India,19930,10,60,0,44,2,4.4,33,4,0,2,0
433605,1,Pakistan,India,4169,10,60,0,45,0,4.5,30,4,0,0,0
433605,1,Pakistan,India,19647,10,60,0,34,1,3.4,35,2,0,0,0
433605,2,India,Pakistan,7678,9.5,59,0,58,2,5.89,31,6,0,2,0
433605,2,India,Pakistan,7804,10,60,0,33,2,3.3,39,3,0,1,0
433605,2,India,Pakistan,47100,10,60,1,40,2,4,43,5,1,1,0
433605,2,India,Pakistan,7139,10,60,0,43,2,4.3,28,3,0,0,0
433605,2,India,Pakistan,7716,10,60,1,57,2,5.7,27,3,2,0,0
1348326,1,Zimbabwe,Ireland,79665,10,60,0,40,1,4,35,4,0,1,0
1377762,1,U.S.A.,Zimbabwe,93827,10,60,0,62,1,6.2,23,5,1,0,0
1348326,1,Zimbabwe,Ireland,62301,10,60,0,65,2,6.5,31,7,1,3,0
1377762,1,U.S.A.,Zimbabwe,110012,9,54,0,78,3,8.66,26,6,5,0,0
1348326,1,Zimbabwe,Ireland,73599,9,54,3,48,0,5.33,36,6,2,1,1
1377762,1,U.S.A.,Zimbabwe,77577,10,60,0,97,2,9.7,19,8,4,1,0
1348326,1,Zimbabwe,Ireland,64447,7,42,0,40,0,5.71,18,4,0,0,0
1377762,1,U.S.A.,Zimbabwe,49174,3,18,0,23,0,7.66,7,2,1,0,0
1348326,1,Zimbabwe,Ireland,52319,8,48,0,47,1,5.87,19,3,1,1,0
1377762,1,U.S.A.,Zimbabwe,77575,4,24,0,40,0,10,6,5,1,0,0
1377014,1,Bangladesh,Afghanistan,91235,9,54,1,21,4,2.33,43,1,0,2,0
1348326,1,Zimbabwe,Ireland,67884,6,36,0,39,0,6.5,11,2,1,1,0
1377768,1,Ireland,U.S.A.,66012,8,48,0,37,2,4.62,34,6,0,2,0
1377014,1,Bangladesh,Afghanistan,66808,8.2,50,1,23,2,2.76,39,3,0,2,0
1377762,1,U.S.A.,Zimbabwe,56870,10,60,0,67,0,6.7,20,7,0,0,0
1384393,1,Netherlands,Pakistan,106014,10,60,0,48,1,4.8,37,7,0,2,0
1348326,2,Ireland,Zimbabwe,66012,8,48,0,40,2,5,31,4,1,5,0
1390345,1,Pakistan,Afghanistan,95855,10,60,0,58,2,5.8,33,5,1,0,1
1377768,1,Ireland,U.S.A.,56835,9.4,58,1,49,2,5.06,33,6,0,0,1
1377747,1,U.S.A.,West Indies,59607,10,60,1,53,3,5.3,31,5,1,0,1
1377014,1,Bangladesh,Afghanistan,70877,9,54,1,35,1,3.88,36,4,1,0,0
1377762,1,U.S.A.,Zimbabwe,49032,4,24,0,35,0,8.75,7,4,1,0,0
1384393,1,Netherlands,Pakistan,61845,6,36,0,30,1,5,20,4,0,1,0
1348326,2,Ireland,Zimbabwe,85975,8,48,0,39,1,4.87,28,3,1,3,0
1390345,1,Pakistan,Afghanistan,103399,9,54,0,45,1,5,32,2,1,3,1
1377768,1,Ireland,U.S.A.,57785,7,42,1,35,3,5,25,5,0,1,0
1377755,1,Netherlands,U.S.A.,61845,9,54,2,43,1,4.77,35,4,2,0,0
1377747,1,U.S.A.,West Indies,102675,9.3,57,1,56,3,5.89,34,8,0,6,0
1377014,1,Bangladesh,Afghanistan,48277,10,60,1,13,1,1.3,48,0,0,0,0
1384410,1,Sri Lanka,Netherlands,79067,9.4,58,1,49,4,5.06,33,4,0,3,1
1377762,2,Zimbabwe,U.S.A.,79665,8,48,2,25,2,3.12,36,2,0,1,0
1384393,1,Netherlands,Pakistan,58464,8,48,1,39,2,4.87,26,1,2,0,0
1348326,2,Ireland,Zimbabwe,58407,6,36,0,41,2,6.83,14,2,1,0,0
1322359,1,Sri Lanka,New Zealand,64698,7.3,45,0,38,2,5.06,28,4,1,0,1
1390345,1,Pakistan,Afghanistan,103878,7,42,0,48,0,6.85,23,9,0,0,0
1377768,1,Ireland,U.S.A.,97447,7,42,0,31,0,4.42,20,1,1,0,0
1377755,1,Netherlands,U.S.A.,69371,9,54,1,31,2,3.44,37,0,2,1,0
1377747,1,U.S.A.,West Indies,77577,10,60,0,76,0,7.6,22,3,3,3,0
1377014,1,Bangladesh,Afghanistan,59679,9,54,0,33,2,3.66,38,2,2,1,0
1384410,1,Sri Lanka,Netherlands,64698,9,54,0,50,4,5.55,32,5,0,6,0
1377762,2,Zimbabwe,U.S.A.,73599,5,30,0,20,1,4,25,1,2,2,0
1384393,1,Netherlands,Pakistan,56854,6,36,0,40,1,6.66,16,5,0,2,0
1348326,2,Ireland,Zimbabwe,89741,4,24,0,20,1,5,10,0,0,1,0
1322359,1,Sri Lanka,New Zealand,79067,8,48,0,58,1,7.25,20,6,1,3,1
1390345,1,Pakistan,Afghanistan,84937,10,60,0,53,0,5.3,26,3,0,1,0
1377768,1,Ireland,U.S.A.,69644,3,18,0,24,0,8,5,2,0,1,0
1377755,1,Netherlands,U.S.A.,106014,9,54,0,46,1,5.11,26,1,2,0,0
1377747,1,U.S.A.,West Indies,93827,10,60,0,44,1,4.4,34,2,2,0,0
1377014,2,Afghanistan,Bangladesh,90231,5,30,1,26,2,5.2,19,3,1,0,0
1384410,1,Sri Lanka,Netherlands,70580,9,54,1,58,0,6.44,25,1,2,6,0
1377762,2,Zimbabwe,U.S.A.,52319,5,30,0,15,2,3,21,1,0,1,0
1384393,1,Netherlands,Pakistan,93293,9,54,0,62,4,6.88,22,9,0,3,0
1348326,2,Ireland,Zimbabwe,60322,7,42,0,38,0,5.42,20,4,0,0,0
1322359,1,Sri Lanka,New Zealand,78235,10,60,0,46,2,4.6,32,3,1,1,0
1390345,1,Pakistan,Afghanistan,71527,10,60,0,61,1,6.1,26,4,2,1,0
1377768,1,Ireland,U.S.A.,60322,8,48,1,19,2,2.37,34,1,0,0,0
1377755,1,Netherlands,U.S.A.,93293,10,60,1,37,2,3.7,38,4,0,0,0
1377747,1,U.S.A.,West Indies,88991,2,12,0,13,0,6.5,7,1,1,0,0
1377014,2,Afghanistan,Bangladesh,90165,7,42,1,34,0,4.85,28,3,1,2,0
1384410,1,Sri Lanka,Netherlands,101991,10,60,0,44,1,4.4,28,0,0,2,0
1377762,2,Zimbabwe,U.S.A.,66876,4,24,1,21,1,5.25,16,3,0,3,0
1384393,1,Netherlands,Pakistan,47391,6,36,0,36,0,6,14,2,1,0,1
1348326,2,Ireland,Zimbabwe,69644,3,18,0,18,0,6,10,3,0,0,0
1322359,1,Sri Lanka,New Zealand,70580,9,54,0,43,4,4.77,31,2,1,5,1
1390345,1,Pakistan,Afghanistan,63619,4,24,0,24,0,6,12,2,1,0,0
1377768,2,U.S.A.,Ireland,59607,8,48,0,32,0,4,31,4,0,0,0
1377755,1,Netherlands,U.S.A.,106392,10,60,1,32,1,3.2,33,1,0,1,0
1377747,1,U.S.A.,West Indies,56870,8,48,0,53,3,6.62,19,2,3,0,0
1377014,2,Afghanistan,Bangladesh,70964,3.3,21,0,22,0,6.28,7,2,0,0,0
1384410,1,Sri Lanka,Netherlands,75337,8,48,0,42,0,5.25,23,3,1,0,0
1377762,2,Zimbabwe,U.S.A.,64447,3.1,19,0,18,1,5.68,13,3,0,3,0
1384393,1,Netherlands,Pakistan,102987,2,12,0,16,0,8,5,3,0,0,0
1348326,2,Ireland,Zimbabwe,56811,1,6,0,17,0,17,0,2,1,0,0
1322359,1,Sri Lanka,New Zealand,78239,10,60,0,67,0,6.7,26,5,3,0,0
1390345,2,Afghanistan,Pakistan,90231,9.5,59,0,69,3,7.01,26,8,0,2,0
1377768,2,U.S.A.,Ireland,85811,3,18,0,27,0,9,10,3,2,0,0
1377755,1,Netherlands,U.S.A.,102987,3,18,0,19,1,6.33,11,2,1,1,0
1377747,2,West Indies,U.S.A.,72509,6,36,0,23,0,3.83,20,1,0,3,0
1377014,2,Afghanistan,Bangladesh,80247,2,12,0,11,0,5.5,4,0,0,0,0
1384410,1,Sri Lanka,Netherlands,62760,4,24,0,13,0,3.25,16,0,0,3,0
1384393,1,Netherlands,Pakistan,66040,2,12,0,15,0,7.5,3,2,0,0,0
1322359,1,Sri Lanka,New Zealand,61690,5,30,1,16,1,3.2,21,0,1,2,0
1390345,2,Afghanistan,Pakistan,90165,10,60,0,45,1,4.5,28,3,0,2,0
1377768,2,U.S.A.,Ireland,56870,6,36,1,38,0,6.33,20,4,1,0,0
1377755,2,U.S.A.,Netherlands,59607,10,60,1,44,1,4.4,36,6,0,0,0
1377747,2,West Indies,U.S.A.,59339,8,48,0,36,1,4.5,28,4,0,1,0
1377014,2,Afghanistan,Bangladesh,80325,4,24,0,27,0,6.75,9,3,0,0,0
1384410,2,Netherlands,Sri Lanka,106014,10,60,0,44,3,4.4,38,3,1,2,0
1384393,2,Pakistan,Netherlands,95855,7,42,0,37,1,5.28,26,5,0,2,0
1322359,2,New Zealand,Sri Lanka,64947,6,36,2,12,0,2,29,1,0,0,0
1390345,2,Afghanistan,Pakistan,80325,10,60,0,83,1,8.3,20,5,1,4,0
1377768,2,U.S.A.,Ireland,93827,7,42,0,41,2,5.85,21,3,2,0,0
1377755,2,U.S.A.,Netherlands,85811,4,24,0,16,1,4,16,2,0,1,0
1377747,2,West Indies,U.S.A.,56832,6,36,0,30,2,5,23,3,1,1,0
1377014,2,Afghanistan,Bangladesh,46888,2,12,0,7,1,3.5,5,0,0,0,0
1384410,2,Netherlands,Sri Lanka,61845,10,60,0,57,0,5.7,36,6,2,0,0
1384393,2,Pakistan,Netherlands,72719,7,42,1,33,2,4.71,31,6,0,4,0
1322359,2,New Zealand,Sri Lanka,89795,7,42,0,31,5,4.42,33,6,0,3,0
1390345,2,Afghanistan,Pakistan,46888,10,60,0,46,2,4.6,29,3,0,2,0
1377768,2,U.S.A.,Ireland,110012,3,18,0,28,1,9.33,8,6,0,0,0
1377755,2,U.S.A.,Netherlands,77577,8,48,0,35,2,4.37,25,3,0,0,0
1377747,2,West Indies,U.S.A.,72397,10,60,0,68,2,6.8,30,8,1,3,0
1384410,2,Netherlands,Sri Lanka,56854,8,48,1,39,1,4.87,29,4,0,2,0
1384393,2,Pakistan,Netherlands,103878,9,54,0,43,3,4.77,33,5,1,2,0
1322359,2,New Zealand,Sri Lanka,58772,3,18,0,12,2,4,12,2,0,0,0
1390345,2,Afghanistan,Pakistan,79159,10,60,0,53,0,5.3,28,4,0,2,0
1377768,2,U.S.A.,Ireland,49174,6,36,0,20,1,3.33,20,1,0,1,0
1377755,2,U.S.A.,Netherlands,93827,10,60,1,31,1,3.1,39,2,0,0,0
1377747,2,West Indies,U.S.A.,66259,10,60,2,38,0,3.8,39,2,1,1,0
1384410,2,Netherlands,Sri Lanka,93293,3,18,0,29,0,9.66,7,4,0,2,0
1384393,2,Pakistan,Netherlands,63619,3,18,0,16,1,5.33,7,1,0,0,0
1322359,2,New Zealand,Sri Lanka,81257,3.5,23,0,20,2,5.21,14,2,1,0,0
1377768,2,U.S.A.,Ireland,77575,1.2,8,0,7,0,5.25,2,0,0,0,0
1377755,2,U.S.A.,Netherlands,49174,8.2,50,0,60,0,7.2,17,5,0,1,0
1377747,2,West Indies,U.S.A.,59349,10,60,0,59,1,5.9,22,2,1,3,0
1384410,2,Netherlands,Sri Lanka,47391,9,54,0,42,0,4.66,25,3,0,1,0
1384393,2,Pakistan,Netherlands,56883,7,42,0,31,1,4.42,23,2,1,0,0
1377755,2,U.S.A.,Netherlands,56870,3,18,0,23,0,7.66,5,3,0,0,0
1384410,2,Netherlands,Sri Lanka,58464,8.2,50,0,39,1,4.68,25,3,0,0,0
1384393,2,Pakistan,Netherlands,84937,8,48,0,45,1,5.62,23,1,2,1,0
65492,1,India,Australia,1568,10,60,1,42,0,4.2,,,,0,0
65492,1,India,Australia,1771,9,54,0,31,3,3.44,,,,0,0
65492,1,India,Australia,1997,7,42,1,30,1,4.28,,,,0,0
65492,1,India,Australia,1934,4,24,0,18,0,4.5,,,,0,0
65491,1,India,Australia,1568,10,60,0,40,1,4,,,,0,0
64403,1,New Zealand,Sri Lanka,2067,8,48,0,37,0,4.62,,,,0,0
65492,1,India,Australia,1639,10,60,1,46,0,4.6,,,,0,0
65491,1,India,Australia,1771,10,60,2,53,1,5.3,,,,0,0
64403,1,New Zealand,Sri Lanka,1976,8,48,0,59,3,7.37,,,,0,0
64398,1,Sri Lanka,New Zealand,1998,10,60,0,39,2,3.9,,,,0,0
65492,1,India,Australia,1947,10,60,1,32,3,3.2,,,,0,0
65499,1,West Indies,Australia,1884,10,60,3,25,3,2.5,,,,2,0
65491,1,India,Australia,1997,9,54,2,32,0,3.55,,,,0,0
65122,1,New Zealand,Sri Lanka,1870,8,48,0,36,0,4.5,,,,1,2
64403,1,New Zealand,Sri Lanka,2056,6,36,0,44,0,7.33,,,,0,0
65494,1,West Indies,Australia,1924,10,60,1,20,1,2,,,,2,1
64398,1,Sri Lanka,New Zealand,2040,6,36,0,24,0,4,,,,0,0
65492,2,Australia,India,1773,9,54,1,37,2,4.11,,,,0,0
65122,1,New Zealand,Sri Lanka,1844,10,60,0,37,3,3.7,,,,1,2
65499,1,West Indies,Australia,1879,10,60,3,31,1,3.1,,,,1,0
65491,1,India,Australia,1934,6,36,0,29,1,4.83,,,,0,0
64403,1,New Zealand,Sri Lanka,2068,10,60,1,27,0,2.7,,,,0,0
65134,1,West Indies,South Africa,1884,10,60,1,34,2,3.4,,,,0,3
64398,1,Sri Lanka,New Zealand,1987,10,60,2,20,0,2,,,,0,0
65494,1,West Indies,Australia,2076,10,60,1,35,0,3.5,,,,2,1
65144,1,New Zealand,India,1939,8,48,1,40,0,5,,,,0,1
65492,2,Australia,India,1649,10,60,0,32,1,3.2,,,,0,0
65122,1,New Zealand,Sri Lanka,2157,10,60,1,29,0,2.9,,,,1,0
65499,1,West Indies,Australia,1765,10,60,1,42,0,4.2,,,,2,0
65133,1,Pakistan,India,1775,10,60,0,45,0,4.5,33,0,0,5,4
65491,1,India,Australia,1876,5,30,0,34,0,6.8,,,,0,0
64403,1,New Zealand,Sri Lanka,2065,10,60,0,48,1,4.8,,,,0,0
65134,1,West Indies,South Africa,1571,10,60,1,26,2,2.6,,,,0,0
64398,1,Sri Lanka,New Zealand,1808,5,30,0,21,0,4.2,,,,0,0
65494,1,West Indies,Australia,1879,10,60,2,22,2,2.2,,,,0,0
65144,1,New Zealand,India,1861,10,60,0,29,2,2.9,,,,0,0
65492,2,Australia,India,1795,10,60,1,40,1,4,,,,0,0
65122,1,New Zealand,Sri Lanka,2065,10,60,0,43,3,4.3,,,,1,1
65499,1,West Indies,Australia,2076,10,60,0,45,1,4.5,,,,1,1
66149,2,Kenya,India,2265,10,60,0,29,3,2.9,,,,0,0
65133,1,Pakistan,India,1923,8,48,2,28,2,3.5,30,2,0,0,0
65491,1,India,Australia,1639,10,60,0,38,2,3.8,,,,0,0
64403,1,New Zealand,Sri Lanka,1975,2,12,0,17,0,8.5,,,,0,0
65134,1,West Indies,South Africa,1873,10,60,0,45,1,4.5,,,,2,0
64398,1,Sri Lanka,New Zealand,2095,10,60,0,29,3,2.9,,,,0,0
65494,1,West Indies,Australia,1884,10,60,1,37,0,3.7,,,,4,0
65144,1,New Zealand,India,1844,10,60,1,34,1,3.4,,,,0,0
65492,2,Australia,India,1940,10,60,1,31,1,3.1,,,,0,0
65122,1,New Zealand,Sri Lanka,2006,3,18,0,13,0,4.33,,,,0,0
65499,1,West Indies,Australia,1873,10,60,0,50,1,5,,,,0,0
65133,1,Pakistan,India,1383,8,48,0,25,0,3.12,33,2,0,1,0
65491,2,Australia,India,1773,8,48,0,27,1,3.37,,,,0,0
64403,1,New Zealand,Sri Lanka,2053,5,30,0,28,1,5.6,,,,0,0
65134,1,West Indies,South Africa,2076,10,60,0,40,2,4,,,,0,4
64398,1,Sri Lanka,New Zealand,1789,9,54,1,25,2,2.77,,,,0,0
65494,1,West Indies,Australia,1873,10,60,0,37,2,3.7,,,,2,0
65144,1,New Zealand,India,2157,9,54,0,43,0,4.77,,,,0,0
65492,2,Australia,India,1859,9,54,0,44,0,4.88,,,,0,0
65122,1,New Zealand,Sri Lanka,1861,9,54,0,32,0,3.55,,,,0,0
65499,2,Australia,West Indies,1773,7,42,1,27,0,3.85,,,,0,0
65133,1,Pakistan,India,2026,10,60,1,36,1,3.6,36,1,0,1,1
65491,2,Australia,India,1649,8,48,2,19,0,2.37,,,,0,0
64403,2,Sri Lanka,New Zealand,1998,6,36,2,13,0,2.16,,,,0,0
65134,1,West Indies,South Africa,1868,10,60,0,47,1,4.7,,,,1,0
64398,2,New Zealand,Sri Lanka,1976,5.2,32,0,15,2,2.81,,,,0,0
65494,2,Australia,West Indies,1773,7,42,2,32,0,4.57,,,,0,0
65144,1,New Zealand,India,2065,9,54,0,55,3,6.11,,,,2,0
65492,2,Australia,India,1572,2,12,0,15,1,7.5,,,,0,0
65122,2,Sri Lanka,New Zealand,1881,9.2,56,0,46,0,4.92,,,,2,2
65499,2,Australia,West Indies,1649,10,60,1,27,1,2.7,,,,0,0
65133,1,Pakistan,India,1946,10,60,0,59,3,5.9,27,4,1,1,0
65491,2,Australia,India,1795,7,42,0,32,2,4.57,,,,0,0
64403,2,Sri Lanka,New Zealand,1789,7,42,1,29,2,4.14,,,,0,0
65134,2,South Africa,West Indies,2011,6.4,40,2,13,1,1.95,,,,1,0
64398,2,New Zealand,Sri Lanka,2003,4,24,0,13,0,3.25,,,,0,0
65494,2,Australia,West Indies,1649,5,30,0,30,0,6,,,,0,0
65144,1,New Zealand,India,2006,4,24,0,24,0,6,,,,2,0
65122,2,Sri Lanka,New Zealand,1998,8,48,1,40,1,5,,,,1,0
65499,2,Australia,West Indies,2005,10,60,1,45,1,4.5,,,,0,0
65133,1,Pakistan,India,2032,3,18,0,20,0,6.66,8,2,0,1,0
65491,2,Australia,India,1940,10,60,0,34,2,3.4,,,,0,0
64403,2,Sri Lanka,New Zealand,1987,2,12,0,16,0,8,,,,0,0
65134,2,South Africa,West Indies,2015,8,48,4,11,4,1.37,,,,0,0
64398,2,New Zealand,Sri Lanka,2056,1,6,0,11,0,11,,,,0,0
65494,2,Australia,West Indies,2005,6,36,1,12,1,2,,,,0,0
